id	created_at	text
975500755632259000	3/18/2018 22:34	b'@UMBCAthletics more like 16/1 \xf0\x9f\x98\x8f'
975483369701158000	3/18/2018 21:25	b'@UMBCAthletics I\xe2\x80\x99ll have my people call your people'
975427749312647000	3/18/2018 17:44	b'This is Griffey. His St. Patrick\xe2\x80\x99s Day bow tie didn\xe2\x80\x99t arrive until this morning. Politely requests that everyone ce\xe2\x80\xa6 https://t.co/wh3zXfuY92'
975174472536817000	3/18/2018 0:58	b'@thekathied @meaghano9 @ecgowaffle i love this community so much'
975171819568320000	3/18/2018 0:47	"b'Meet Theo. He has a long history of thrombocytopenia, which kept him from enjoying his favorite things (like kayaki\xe2\x80\xa6 https://t.co/LLzhLI5pNy'"
974860918596218000	3/17/2018 4:12	b'@NYstylehotdish woah'
974851340194189000	3/17/2018 3:34	"b'THEY\xe2\x80\x99RE GOOD RETRIEVERS, BRENT'"
974815485052309000	3/17/2018 1:11	b'@CorgiBeachDay ok but like how many corgis are we talkin?'
974787819083321000	3/16/2018 23:21	b'@ctsinclair big good boy'
974770212024344000	3/16/2018 22:11	b'@OttawaCitizen excuse me?'
974746320262062000	3/16/2018 20:36	b'@andstacey1 yep :)'
974717631033987000	3/16/2018 18:42	"b'Say hello to Cinderella. Up until very recently, she had been a stray her whole life. During this time she develope\xe2\x80\xa6 https://t.co/eS0FdPZTt8'"
974667468366020000	3/16/2018 15:23	b'@Lin_Manuel LIN NEXT TIME PUT \xe2\x80\x9cDREAMED\xe2\x80\x9d IN BOLD OR SOMETHING GOOD LORD'
974440398528700000	3/16/2018 0:21	"b""RT @dog_rates: Here's a heartwarming scene of a single father raising his two pups. Downright awe-inspiring af. 12/10 for everyone https://\xe2\x80\xa6"""
974343342887784000	3/15/2018 17:55	b'RT @dog_rates: STICKERS - \xf0\x9d\x91\x8f\xf0\x9d\x91\x8e\xf0\x9d\x91\x90\xf0\x9d\x91\x98 \xf0\x9d\x91\x8f\xf0\x9d\x91\xa6 \xf0\x9d\x91\x9d\xf0\x9d\x91\xa2\xf0\x9d\x91\x9d\xf0\x9d\x91\xa2\xf0\x9d\x91\x99\xf0\x9d\x91\x8e\xf0\x9d\x91\x9f \xf0\x9d\x91\x91\xf0\x9d\x91\x92\xf0\x9d\x91\x9a\xf0\x9d\x91\x8e\xf0\x9d\x91\x9b\xf0\x9d\x91\x91\n\n\xf0\x9f\x90\xb6 all 6 available in black &amp; white\n\xf0\x9f\x90\xb6 weather resistant vinyl\n\xf0\x9f\x90\xb6 free shipping (up to 3)\n\xf0\x9f\x90\xb6\xe2\x80\xa6'
